text,label,roberta,roberta_score,input_length
#Trump MEMORABILIA#BlackFriday - UP TO 40% OFFUse Code: BLACKFRISAVE#DrainTheSwamp #Deplorables…,neutral,neutral,0.48536184430122375,96
It's more difficult to move to Mexico as the Clintons built a bloody great fence all along the Border…,negative,negative,0.8852794766426086,102
"@user it's weird 'cause I usually like music in his vein, but it's every so shy of being memorable like a Bob Dylan/Lou Reed thing(?)",negative,neutral,0.6288521885871887,133
#Putin has had it with #Obama and has decided to throw #America out of #Syria negotiationshttps://t.co/z4CBIDDU11,neutral,negative,0.5895330309867859,113
"@user we all know on JANUARY 20th trump gonna push oil, fossil fuels, fracking down our throats. Fml... We must fight back. GOP sucks",negative,negative,0.9402272701263428,133
"With James Comey in office, how could the US investigate the Russians? @user @user @user  @user",negative,neutral,0.6425028443336487,95
"If you're looking for work in #Palestine, TX, check out this #job: #Retail #Hiring #CareerArc",neutral,neutral,0.8689861297607422,93
Didn't take long for the Clinton Foindation money train to derail. Zero Hedge,negative,negative,0.6751220226287842,77
HOO BOY THAT WESTWORLD FINALE,positive,positive,0.7538723349571228,29
idk where to start after my intro. im writing from a pro-raising-minimum-wage pov but I'm stuck ☹️,neutral,negative,0.8479450941085815,98
This isn't the 1st time @user & the #Hamas supporting #IntifadaBrigade mock disasters/terror attacks while p…,neutral,negative,0.7391725778579712,109
Tim Duncan and Gregg Popovich. Two legends.,positive,positive,0.845291793346405,43
#Platz / #Place: 4   Vente Pa' Ca (feat. Maluma) - Ricky Martin     #top100 #musik #music #charts #Spain #Spanien,neutral,neutral,0.8543660640716553,113
Come on Electoral College. Please do your job. Majority of Americans do not want @user This is NOT the f…,neutral,negative,0.8892827033996582,105
@user That looks like Trump's transition team.,neutral,neutral,0.6762527227401733,46
shoutout to the moms of -Zac Efron-Ryan Gosling-Franco Brothers-Hemsworth brothers-Channing Tatumfor making these beautiful men,positive,positive,0.9350605010986328,127
@user @user @user only wants adulation and sycophants. Like Kim Fatty the Third. Paranoia and bugs rooms.,negative,negative,0.8469410538673401,105
@user @user involuntary euthanasia is a better system,neutral,negative,0.5062392354011536,53
@user ain't that how y'all got Tim Duncan? 🤔,neutral,neutral,0.9222264885902405,44
@user @user @user You're also young :P,positive,positive,0.6332813501358032,38
@user @user @user @user Let robots be #Robots!,neutral,neutral,0.7133171558380127,46
@user @user @user @user Poorer states than Alabama have it because they accepted Medicaid expansion,neutral,neutral,0.7962915301322937,99
2016 Prime Cuts JUSTIN VERLANDER Timeline Game Used 2 Color Button Patch 1/1,neutral,neutral,0.908934473991394,76
CNN weeps for their erstwhile hero Fidel Castro.,negative,negative,0.7994250059127808,48
@user The Jew boy has spoken. @user @user @user @user @user,neutral,neutral,0.8831183910369873,59
The latest Smart LifeStyle Food! Thanks to @user #weightloss #nationalfastfoodday,positive,positive,0.9446074366569519,81
I find myself humming the notes of #ThisIsUs  @user sang a few episodes ago.  Missing her angelic voice.  Love the show.,positive,positive,0.9619680643081665,120
#NoDAPL #CorporateGreed #corporations are #evil especially the media #corporations #tpp #TrumpTrain #bravo #cnn #foxnews #soulless #wrong 😣,negative,negative,0.9302959442138672,139
"@user it's free with insurance because of Obamacare, which trump wants to repeal 🙃",negative,negative,0.5585412383079529,82
Buy VAMAA 3D Printing Pen 1.75mm ABS Filament 10m (0.25*40 Strands) (Snow White) at Rs. 299.00,neutral,neutral,0.8953137397766113,94
The #Obama admin. has carried out a deliberately deceptive campaign accusing Iran of sending arms to #Houthis#yemenhttps://t.co/KYu02C73ww,neutral,negative,0.7152671813964844,138
#Yanukovych seems much more willing to take questions from the media than @user often is! #UkrAine,neutral,positive,0.5450576543807983,98
"Madison Bartley with nice debut tonight: made her only shot and finished with 5 boards, 3 blocks, and 2 steals in Fairmont's win over Tipp.",positive,positive,0.8199953436851501,139
@user @user @user @user ☞ ISIS Films Men Laughing While Woman Is Raped in Background,negative,negative,0.550408124923706,84
"¡Gobble gobble, idiot hookers! #Thanksgiving #ScreamQueens",negative,negative,0.8929146528244019,58
Pelosi Challenger Brings ‘Industrial Midwest’ Perspective,neutral,neutral,0.8894288539886475,57
#TPP is N.W.O.; 1%er's Corporatocracy;～Global Governance by Corporate Jews.【https://t.co/WZGQvZfJgo　https://t.co/vRaKoOEr73】#ows #tcot #p2,neutral,negative,0.6061875224113464,138
@user I hear you. Not worth it. Its like arguing with the devil. That's why I'm on gab.ai. All us deplorables over there. Come join,negative,negative,0.8972031474113464,131
Power of 50+ years of unrelenting CIA propaganda for sure. Lest we also forget 50+ years illegal USA trade embargo…,neutral,negative,0.8037253618240356,115
"Okay, @user I think I've got my #GilmoreGirlsTop4: Max, Jess, Luke, Sookie",neutral,neutral,0.5987563729286194,74
How To Get Medical Marijuana Dispensary Card Ontario,neutral,neutral,0.9305432438850403,52
"@user Your progressive POS rag is as irrelevant as Michael Moore, one of your early editors.",negative,negative,0.9423037767410278,92
“It’s such a futuristic idea. A world in which the descendants of slaves become poets.” ~ Terrance Hayes #NBAwards,neutral,neutral,0.5821343064308167,114
"are you gonna say ""suck it bitch"" to the people he mass deported? the people who've been terrorized by drone strike…",negative,negative,0.9411778450012207,116
"@user Why is no one screaming for gun control? Shouldn't that be the story MSM obsesses over? But no, they MUST discredit #PizzaGate",negative,negative,0.8237280249595642,132
@user Wow...this is one deadly statement! Reminding me of the Greta Muhammad Ali.,positive,negative,0.9308304786682129,81
#pmp course prep with @user in #tripoli #libya; 25% discount; only 5 seats left!,positive,positive,0.5323866009712219,80
i bought it for kh3 and persona 5 and ffxiv (tho i havent touched that in months,positive,neutral,0.7599878311157227,80
Drop 75% Price: £7.88. Paperback: The Gay & Lesbian Marriage & Family Reader: Analyses of Problems and Prospe...,negative,neutral,0.8848009705543518,112
@user @user @user @user You mean like Nancy Pelosi making millions on insider trading from her House sources?,neutral,neutral,0.6627072691917419,109
Can someone tell me where I can get a good red eyeshadow from?? (Not animal testing brands pls x),neutral,neutral,0.6381387114524841,97
Michael Hicks picks off Bishop Moore pass; after illegal-block penalty @user ball at its 33 7:50 2Q @user @user,neutral,neutral,0.9546419978141785,111
See @user and @user on TV talking about #Homeopathy #ten23,neutral,neutral,0.8244907259941101,58
"@user @user @user hi love the tweet, got stuff on social security tweet",positive,positive,0.9736595749855042,71
"@user Man who funded anti-Trump riots, Hillary, @user funded radicals to overthrow police, Ukraine go…",negative,negative,0.8235639333724976,102
"@user Stay right here, buddy. There are lots of nasty women and bad hombres that are staying too.",neutral,negative,0.8697142601013184,97
These Formula racing champs use 3D printing as a key part of their racing strategy. It's the perfect tool with only…,positive,positive,0.9153322577476501,116
"#Russia-n and Chinese Defense Ministers discuss the latest development in #Libya, on the margin of a joint military…",neutral,neutral,0.9320834875106812,116
"Suarez on twitter: ""YNWA #StevenGerrard"" [@LuisSuarez9] #FCBlive",positive,neutral,0.7687668204307556,64
More happy tails!Gino and Rex have been adopted!Gino narrowly escaped euthanasia by heartstick. He is now the...,positive,positive,0.9624837636947632,112
"Electoral college hasn't even decided to vote for him, and he can't stop himself from fucking up. @user c…",negative,negative,0.9148086905479431,106
"Its to be expected from ""electing"" a Fascist Nazi",negative,negative,0.8353473544120789,49
"@user sadly, Putin has won big time over the past 10-15 years. His biggest triumph being the election of his proxy @user",positive,neutral,0.4259009063243866,120
US Airstrikes Hit 34 Daesh Fighting Positions Near Libya's Sirtehttps://t.co/E2aJFRljJx#Libya #News,neutral,neutral,0.6395756006240845,99
watching Michael Moore in TrumpLand on @user,neutral,neutral,0.89533531665802,44
@user you were elected with promise to keep #Medicaid #Medicare Paul Ryan was not elected #POTUS PLEASE do not kill w his plan,negative,negative,0.6292964816093445,126
After finally watching the whole of #FantasticBeasts I can officially say that it is a bloody awesome film✨,positive,positive,0.9892328977584839,107
Creepy name dropping won't hide your fake followers @user #Thanksgiving!@RadioFreeTom @user,negative,negative,0.872545063495636,91
No mention of miasms. #homeopathy,neutral,neutral,0.7421480417251587,33
"*** COURTESY POST - URGENT - RESCUE ONLY ***In danger of euthanasia, rescue needed NOW. Spalding County is in...",negative,neutral,0.633812427520752,112
@user @user oh my godddd!@@@,positive,negative,0.5602296590805054,28
"@user @user I hope this isn't another attempt to get a 300 hitter from the National League who now hits 220 Tai wins Cy young, ew",negative,negative,0.7566946744918823,129
Omg I love Jill Scott why am I just now watching #ThankYouObama 😭,positive,positive,0.9781365990638733,65
"@user I'm still hype af for Berseria, Persona 5 and FFXV!",positive,positive,0.9793263673782349,57
Niggas be broke that's the reason they hate flipping them burgers for minimum wage 😅,negative,negative,0.7847338318824768,84
"If their great-grandfathers who fought in WWII could see alt-rightists applauding ""Hail Trump,"" they'd give them such an ass-kicking...",negative,negative,0.7216489315032959,135
@user @user @user Well I will not stop complaining as your vote went towards a misogynist and a p*ssy grabber #StillWithHer,negative,negative,0.9076566100120544,123
"Fascinating interview with former Georgia President Mikheil Saakashvili - very candid about Putin, Trump & NATO",positive,positive,0.7806006073951721,111
@user There isn't even a proper correlation because almost all of the decline in deaths&complications occurred BEFORE the vaccines,negative,negative,0.7643298506736755,130
"@user in a post-truth world of propaganda and organized voter suppression, can you make progress without using the same tools)",neutral,negative,0.5112414360046387,126
@user  death penalty for this dumb fawk,negative,negative,0.9399596452713013,39
"Poorly implemented app can be exploited to locate, unlock and steal a Tesla Model S",negative,negative,0.8596786856651306,83
@user deadline for WI is today and hoping your people are on it and NOT this lying Putin loving scammer,neutral,negative,0.7033881545066833,103
@user @user @user @user @user Past Time to take care for our planet.,neutral,neutral,0.7633137106895447,68
"She doesn't care though, she says next year she's eligible for Medicaid.",neutral,neutral,0.6927275061607361,72
@user same (praise Kim Jong-un),positive,positive,0.7698298692703247,31
Don't forget to buy crap! Also who's got my #Hatchimals hookup,negative,negative,0.7807518839836121,62
What is Homeopathy | National Center for Homeopathy,neutral,neutral,0.9074367880821228,51
no building or street or school will named after Fidel Castro in Cuba. That is Fidel's wish.@_cosatu @user @user @user #fidelcastro.,neutral,negative,0.586754322052002,132
@user Stop Time Tonight,neutral,neutral,0.9263245463371277,23
4. One last time - #ArianaGrandehttps://t.co/0o4T0q3GsY,positive,neutral,0.7544316649436951,55
BOOM: Mass immigration has turned some UK towns into ghettos: Bombshell Report,negative,negative,0.8392994999885559,78
Dady is slaying the game of abs.AMÈM LIAM PAYNE #MtvStarsNiallHoran #MPN #OneDirection,neutral,positive,0.815331220626831,86
"@user Federal offices as POTUS ""NEED FEDERAL REGULATIONS, NOT STATE LAWS""~This needs to change to federal rules!",neutral,negative,0.574496865272522,112
More creepy Elton John info. #pizzagate #pedofiles #pedophiles #coverup,negative,negative,0.8396601676940918,71
Why tf are tanks at a black lives matter protest but they nowhere to be found when the kkk is celebrating trump's v…,negative,negative,0.8271421790122986,116
@user I wish to be there lovely bro Sami💐Wishing you a successful wonderful and concert in Dubai lots of love…,positive,positive,0.9870431423187256,110
"@user Hi. I can't find the old episodes of #TheWalkingDead  on Virgin on Demand anymore: have they gone, or am I looking wrong? 😊 ❤📺",negative,neutral,0.7211703658103943,132
Commander of 5th infantry division visit #IraqiArmy and PMF wounded in #Baquba hospital#ام_الربيعين_تجمعنا#mosul…,neutral,neutral,0.7229012846946716,113
.@PeterMonPhotog on #Periscope: Black lives matter protest continues,neutral,neutral,0.797024667263031,68
troubling application of deep learning,neutral,neutral,0.5317122936248779,38
"@user @user oh, and Hillary most likely didn't win the popular vote, considering how many illegal votes were casted",negative,negative,0.7893977761268616,115
Free use-case based #DeepLearning course with #TensorFlow at @user #BigData…,neutral,positive,0.5587389469146729,76
As does the $$ the Secret Service must pay to fly on Trump planes to protect Melania & the kids.,neutral,neutral,0.5445947051048279,96
"Honored to represent @user 2 discuss Robots, Materials, Energy & Agriculture at XI Innovation Congress #sswcee",positive,positive,0.9491686224937439,110
"Medical marijuana is legal in majority of America, yet veterans get no guidance thanks to VA policy…",negative,neutral,0.48971983790397644,100
".@CCFA Of all things, homeopathy? Patients need to know this is a scam with no basis in science (or reality).",negative,negative,0.9255809783935547,109
"SORRY, HARRY...I'M LEAVING YOU FOR YOUR TWIN: MARCEL #JK #Onedirection #HarryStyles",neutral,neutral,0.743890643119812,83
A Bronx Tale of Deplorables. .#PenceMusical,neutral,neutral,0.7906448841094971,43
@user @user @user America was saved. Wake the hell up. You want 2M refugees? Global gov?TPP?Learn the facts goto college,negative,negative,0.825382649898529,120
Soz but u can't protest against animal testing if you eat meat & dairy. Laboratories are like a vacation compared to meat & dairy farms.,neutral,negative,0.6276711821556091,136
@user HBO hun...the show is really good. Get read to have Melania Trump facial expression for like three episodes though😂,positive,positive,0.9107224345207214,121
Thousands flee Raqqa as Turkish-Kurdish tensions threaten anti-IS campaign #ISIS,neutral,negative,0.7862014174461365,80
Dylan Not Dark Yetthis'll keep oneself loving life,positive,positive,0.8317344188690186,50
Worthy Read~,neutral,positive,0.947393536567688,12
"""who's the most wiped out white boy? Zac Efron! Zac Efron!""",neutral,neutral,0.5612324476242065,59
Fan opinion: right now I would absolutely take Justin Verlander as a Red Sox. Hands down. #RedSox,positive,positive,0.7887262105941772,97
Bannon bringing Reagan back! #magahttps://t.co/FgL5uiKtJK via @user,neutral,neutral,0.6252504587173462,67
Anti-Trump Protests And Riots Backfire!! Students Starting To Realize Th... via @user,neutral,negative,0.7278933525085449,85
"RT @user When they're literally doing a Nazi salute you don't have to fudge and call them ""alt right""",neutral,negative,0.6950089931488037,101
Steve Bannon Should Stay out of White House: Attorneys,negative,neutral,0.6709489822387695,54
#humanrights #UnitedNations Palestinian capable of overcoming aches to help humanitarian aids!,neutral,positive,0.6699641346931458,94
#today Somewhere quite high on a road between Bala and Vyrnwy,neutral,neutral,0.9113321900367737,61
"@user isn't he the ultra conservative anti- gay marriage, anti-abortion, anti- everything guy?",negative,negative,0.6049473881721497,94
"And in my defense, I said Marcelo out of reflex but clarified that Cristiano Ronaldo dos Santos Aveiro is actually the best.",positive,positive,0.7629368901252747,124
Ashley Graham Lands Her First 'Vogue' Cover and Goes Au Naturel,neutral,neutral,0.7915081977844238,63
"So I see the takes this week are split between ""the popular vote should reign supreme"" and ""enlightened electors should override the voters""",neutral,neutral,0.6633529663085938,140
I think we should give all #ISIS members a Bible this #Christmas,neutral,negative,0.5957412123680115,64
This is of concern for all of us,neutral,neutral,0.702945351600647,32
"Even after the 4th time watching #FantasticBeasts, I still teared up at the John Williams opening scores. Such a cry baby 😭",positive,negative,0.5288591384887695,123
"@user Never will let - via the reluctance influx of robbed by Poroshenko Ukrainian, where millions of families live on $ 40 a month",negative,negative,0.80623459815979,131
Late Thanksgiving Day selfie #happyholidays #notsweaterweather…,positive,positive,0.9356621503829956,63
"The ""rich white racists"" hurting ""brown people"" are the Liberals inciting riots & racial divide in America! #Putin'…",negative,negative,0.9066764116287231,116
Banda Piper -  Ricky Martin (Livin' la vida loca) e Marron 5 (This love) via @user,neutral,neutral,0.8939383029937744,82
Tesla Factory overview    they're already producing Model 3 or S,neutral,neutral,0.8898293375968933,64
I am so excited to see @user @user and @user on @user #GilmoreGirlsTop4 #FallonTonight,positive,positive,0.988621175289154,86
@user You and George Soros make a good team!,positive,positive,0.8371121287345886,44
Review: Google Earth VR - VR Today Magazine (apparently remarkable achievement!) @user #VR,positive,positive,0.9777039289474487,90
@user I followed Pope Francis' Latin twitter. I don't speak Latin.,neutral,neutral,0.8855487108230591,66
"@user But,her sis was big in election,familyRall writers&ACexpert on digi media,so logical cd increase # s",positive,neutral,0.6658414006233215,106
"Wait, Grayson Allen is still playing!? I know he looks like he's 12, but he's been there at least 6 years, right?",neutral,neutral,0.8259178996086121,113
"Pelosi, always one to reward failure, is trying to burden House Dems with Ben Ray Lujan as DCCC chair again. She's now incapable of learning",negative,negative,0.9180924296379089,140
"@user @user @user leftists have cried wolf a few too many times, while Trump supporters r getting assaulted actually.",negative,negative,0.8519748449325562,117
"So that's Obama Care, prosecuting Clinton & the Mexican border wall that he's now reneged on?! #lies #establishment…",negative,negative,0.8374610543251038,116
I want to see more robots fall in love with other robots,positive,neutral,0.4968145191669464,56
"There could be a thousand more Hairspray remakes, and I will still like the one with Zac Efron better.",positive,positive,0.8208129405975342,102
"A Battle to Change Medicare Is Brewing, Whether Trump Wants It or Nothttps://t.co/SYFgzYscjy#uniteblue #notmypresident",neutral,negative,0.559903621673584,118
"The same people (leftists) who fought for women and gays, wanna allow the risk of terrorist migration in this country that kills them.",negative,negative,0.8988037109375,134
#Solar-powered #water #supply #project #commissioned in #Yemen,neutral,neutral,0.887561559677124,62
Catching up on TWD #amc #TheWalkingDead,positive,neutral,0.8495028614997864,39
Fossil fuels will still provide 80% of global #energy supply in 2035 said Dr. Eveloy @user at Network’s workshop…,neutral,neutral,0.8549164533615112,113
FBI Is Doing their Job. COMEY Works for Putin.,neutral,neutral,0.575073778629303,46
DAPL doesn't effect a single cent of fossil fuels,neutral,negative,0.5472015738487244,49
@user @user @user Loyalty's V.important 2.Dems GOPe Press all working against him. Mitt foreign policy vision diff.,negative,neutral,0.7416691184043884,115
@user Marion Le Pen has also accepted stolen wine from Crimea and agreed to new winemaking partnership #Sanctions #CrimeaIsUkraine,negative,negative,0.5462695360183716,130
New on #Steemit: Cristiano Ronaldo all Luxury Cars,neutral,neutral,0.7280698418617249,50
".@DrJillStein @user Answers? What are the Qs?Problem is voter suppression, not vote chicanery.Focus on the former, not the latter.",neutral,negative,0.7645395994186401,130
6. Vegetarianism is the best way to go,positive,positive,0.8458177447319031,38
@user they have some bad hombres working tonight?,neutral,negative,0.8407238721847534,49
"@user secures first major sales order worth around $65,000 #business #news #investment #ASX200 #Pharmaceutical",positive,positive,0.5895603895187378,110
"IFC signed agreement with Bank of #Palestine to scale up lending operations to smaller firms, especially women-owne…",positive,neutral,0.7773028016090393,116
mi mamá didn't tell me there was codeine in the cough syrup she gave me so I spent all of Thanksgiving drugged wbu,neutral,negative,0.6837069988250732,114
Have a pesky relative that won't stop complaining about Trump? Check to see if they're registered to vote:https://t.co/ddJFVJrUZw,neutral,neutral,0.5955311059951782,129
Happy belated #NationalFastFoodDay!I want our #McDonalds with #McDelivery & #ShrimpBurgers like in #Seoul!  My fav…,positive,positive,0.9842444062232971,115
The The Orlando #Python User Group meetup is hosting the Deep Learning with #Python on Monday after next. Be there:,positive,neutral,0.6710382699966431,115
@user it's soft conservatives who are cool with gay people (sometimes blacks) and drone strikes versus genuine progressives.,negative,negative,0.6401640772819519,124
Google Earth joins the VR revolution letting you wander the world in 3D:,positive,positive,0.5225195288658142,72
"@user anyways u can assume I & others have the best intentions & wouldnt advocate nonconsentual testing for anyone, human or animal",neutral,neutral,0.5311413407325745,131
Ashley Graham needed affirmation after being dumped #bollywood,neutral,neutral,0.5558559894561768,62
#Buzzfeed is using #BIGOTED #ReligiousTest! #ChipGaines #JoannaGaines #HGTV #Christian,negative,neutral,0.8857036232948303,86
Westworld and our increasingly wired sense of eroticism,positive,neutral,0.7974797487258911,55
Marine Le Pen: Facts about the French far-right leader,neutral,neutral,0.8446119427680969,54
@user I'm voting for Tim Duncan,positive,neutral,0.7665879726409912,31
"@user ruin ACA, privatize schools and Medicare, limit abortion choice, sell america's interests to line his pockets, start wars",negative,negative,0.8491477370262146,127
@user she introduced Ivanka to her husband!? Wow all surrounded by Putin's agents,neutral,neutral,0.5867801904678345,81
@user Everyone knows that vegetarianism is synonymous with wellness! 🙄,positive,neutral,0.47865140438079834,70
"RT @user Trump supporters, please read this article. Do you support this? What possible response is there?",neutral,negative,0.7437108755111694,106
To motivate deep learning & resilience help youth develop initiative. Great tips from @user,positive,positive,0.9578109383583069,91
#native american sex pictures download porn mp4 anal fissure homeopathy,neutral,neutral,0.7560844421386719,71
Representing in the @user for my peeps. #brownandproud #bad-hombres #thanksgiving,neutral,positive,0.5988271832466125,81
Ethics counsels for W & Obama: Electors shd vote #Clinton if #Trump retains ownership of his businesses #UniteBlue,neutral,neutral,0.8517529964447021,114
The New York Times doesn't even pretend to cover the news anymore. Where are their articles about anti-Trump riots?,negative,negative,0.8580602407455444,115
67.4 kg gold missing from Delhi airport in 7 months - via,negative,neutral,0.6595854163169861,57
#ESPN 2013-14 Panini Gold Standard Gold Prospects #35 Harrison Barnes /49 #TFBJP,neutral,neutral,0.9627024531364441,80
"@user @user ...and by ""genocidal antisemites"" you mean Steve Bannon, right?#NotMyPresident",negative,negative,0.8690690398216248,90
"Rimmel Cosmetics, Avon and Cover Girl: You have got to stop making “cosmetics of cruelty”!",negative,negative,0.8723275661468506,90
@user Legal terminology for opposing gay marriage? Homo MatrimOHNO,negative,negative,0.5299476981163025,66
#Marijuana is medicine. 4 a very authoritative medical review of #cannabis https://t.co/9VlyPQTnGT No Exp date,neutral,neutral,0.6021127104759216,110
What would The [un] @user & Conservatives say if @user or @user did a secret deal to give $300miln to WA? #auspol,negative,neutral,0.8842323422431946,113
#Prophet #Muhammad was treating every one of his #companions as if he most #beloved one to him. #Ep06_,positive,positive,0.5873820781707764,102
Shame on #Barcelona fans for #homophobia displayed towards @user #RainbowLaces…,negative,negative,0.9215261936187744,79
He's already ENRICHING HIMSELF by charging SS TOP price @user Towers Melania should b forced 2 live @user when time,negative,negative,0.5691756010055542,115
Abortion really brings out the kid in you.,negative,negative,0.7142614722251892,42
You can now virtually travel the planet as #Google Earth is available in VR.,neutral,positive,0.6870924234390259,76
New #BeautyAndTheBeast photo of Gaston wooing Belle @user @user,positive,neutral,0.7090470790863037,63
The best holiday ever National Fast food day #NationalFastFoodDay   @user,positive,positive,0.9917895793914795,73
Fast food companies spend $2B advertising to children each year. How's a parent to compete? #NationalFastFoodDay,negative,neutral,0.7050699591636658,112
"@user @user ...or for her support of ""terrorism""! #Hamas",negative,negative,0.7018967270851135,56
"Comey’s letter swung public opinion, it would not have cost her the election. Voter suppression did that.",negative,negative,0.6920162439346313,105
#airbnb trips seems good #trips #uber…,positive,positive,0.8973917365074158,38
"If teachers are willing to make content wicked cool, students will be willing to engage in deep learning. #divergED…",positive,positive,0.8301326036453247,116
Smart roads are the companion self-driving cars need.,neutral,positive,0.7149525880813599,53
